,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mean_rank,average_similarity,threshold
0,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009855189360678196,0.013073209673166275,0.023732904344797134,0.04505229368805885,0.1035800501704216,0.18664520978927612,800.27294921875,0.892531156539917,
1,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009855189360678196,0.013073209673166275,0.023531777784228325,0.044650040566921234,0.10176990926265717,0.18302494287490845,800.27294921875,0.892531156539917,0.8
2,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009855189360678196,0.013073209673166275,0.023531777784228325,0.044650040566921234,0.10136765986680984,0.18242156505584717,800.27294921875,0.892531156539917,0.8135714285714286
3,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009855189360678196,0.013073209673166275,0.023531777784228325,0.044650040566921234,0.10136765986680984,0.1822204291820526,800.27294921875,0.892531156539917,0.8271428571428572
4,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.044247787445783615,0.10096540302038193,0.18161705136299133,800.27294921875,0.892531156539917,0.8407142857142857
5,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.044247787445783615,0.10096540302038193,0.18061141669750214,800.27294921875,0.892531156539917,0.8542857142857143
6,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.044247787445783615,0.1005631536245346,0.18000803887844086,800.27294921875,0.892531156539917,0.8678571428571429
7,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.044046662747859955,0.10016090422868729,0.17759452760219574,800.27294921875,0.892531156539917,0.8814285714285715
8,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.043644409626722336,0.09895414113998413,0.17497988045215607,800.27294921875,0.892531156539917,0.895
9,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023330651223659515,0.04344328120350838,0.09754625707864761,0.17256636917591095,800.27294921875,0.892531156539917,0.9085714285714286
10,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009654062800109386,0.01287208404392004,0.023129524663090706,0.04243765026330948,0.09553499519824982,0.16854384541511536,800.27294921875,0.892531156539917,0.9221428571428572
11,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009452936239540577,0.01267095748335123,0.022123893722891808,0.04062751308083534,0.09151247143745422,0.15909090638160706,800.27294921875,0.892531156539917,0.9357142857142857
12,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.009050684049725533,0.012268704362213612,0.02111826278269291,0.038415126502513885,0.08628318458795547,0.14682219922542572,800.27294921875,0.892531156539917,0.9492857142857143
13,0.0028157683555036783,0.004625904839485884,0.006838294677436352,0.008849557489156723,0.011866452172398567,0.019308125600218773,0.034392599016427994,0.07582461833953857,0.12711182236671448,800.27294921875,0.892531156539917,0.9628571428571429
14,0.0024135157000273466,0.003620273433625698,0.005631536711007357,0.007642799522727728,0.009452936239540577,0.01588897779583931,0.028157683089375496,0.05651649087667465,0.08809332549571991,800.27294921875,0.892531156539917,0.9764285714285714
15,0.001810136716812849,0.0026146420277655125,0.004223652649670839,0.005430410150438547,0.006838294677436352,0.01025744155049324,0.014883346855640411,0.022928399965167046,0.026950925588607788,800.27294921875,0.892531156539917,0.99
