,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mean_rank,average_similarity,threshold
0,0.01928934082388878,0.029441624879837036,0.041624367237091064,0.046700507402420044,0.0568527914583683,0.0964467003941536,0.18578679859638214,0.34517765045166016,0.5319796800613403,164.0406036376953,0.8923074007034302,
1,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04568528011441231,0.055837564170360565,0.09543146938085556,0.1847715675830841,0.33705583214759827,0.5167512893676758,164.0406036376953,0.8923074007034302,0.8
2,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04568528011441231,0.055837564170360565,0.09543146938085556,0.1847715675830841,0.33705583214759827,0.5137056112289429,164.0406036376953,0.8923074007034302,0.8135714285714286
3,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04568528011441231,0.055837564170360565,0.09543146938085556,0.18375635147094727,0.3360406160354614,0.5116751194000244,164.0406036376953,0.8923074007034302,0.8271428571428572
4,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04568528011441231,0.055837564170360565,0.09543146938085556,0.18375635147094727,0.3350253701210022,0.5045685172080994,164.0406036376953,0.8923074007034302,0.8407142857142857
5,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04568528011441231,0.055837564170360565,0.09543146938085556,0.18375635147094727,0.3329949378967285,0.4964466989040375,164.0406036376953,0.8923074007034302,0.8542857142857143
6,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.05482233688235283,0.09441624581813812,0.1817258894443512,0.3269035518169403,0.4832487404346466,164.0406036376953,0.8923074007034302,0.8678571428571429
7,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.05482233688235283,0.09441624581813812,0.17969542741775513,0.32284262776374817,0.4720812141895294,164.0406036376953,0.8923074007034302,0.8814285714285715
8,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.053807105869054794,0.09340101480484009,0.17766498029232025,0.31370559334754944,0.4578680098056793,164.0406036376953,0.8923074007034302,0.895
9,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.053807105869054794,0.09340101480484009,0.17461928725242615,0.30558374524116516,0.44162437319755554,164.0406036376953,0.8923074007034302,0.9085714285714286
10,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.053807105869054794,0.09238578379154205,0.16954314708709717,0.29441624879837036,0.4182741045951843,164.0406036376953,0.8923074007034302,0.9221428571428572
11,0.01928934082388878,0.02842639572918415,0.04060913622379303,0.04467004910111427,0.053807105869054794,0.09137056022882462,0.16345177590847015,0.28020304441452026,0.37664973735809326,164.0406036376953,0.8923074007034302,0.9357142857142857
12,0.018274111673235893,0.027411168441176414,0.03857868164777756,0.0426395945250988,0.05076142027974129,0.08629441261291504,0.14923857152462006,0.24365481734275818,0.30862945318222046,164.0406036376953,0.8923074007034302,0.9492857142857143
13,0.01624365523457527,0.022335024550557137,0.03248731046915054,0.034517765045166016,0.041624367237091064,0.07411167770624161,0.12081218510866165,0.1878172606229782,0.22233502566814423,164.0406036376953,0.8923074007034302,0.9628571428571429
14,0.012182741425931454,0.018274111673235893,0.025380710139870644,0.02639593929052353,0.030456852167844772,0.05482233688235283,0.0822335034608841,0.11675126850605011,0.12385787069797516,164.0406036376953,0.8923074007034302,0.9764285714285714
15,0.007106598932296038,0.011167512275278568,0.014213197864592075,0.014213197864592075,0.014213197864592075,0.017258882522583008,0.01928934082388878,0.023350253701210022,0.023350253701210022,164.0406036376953,0.8923074007034302,0.99
